"V2" "V3" "V4" "location" "arm"
"RHOT2" "chr16" 718086 724174 "16p13.3" "p"
"STUB1" "chr16" 730224 732870 "16p13.3" "p"
"JMJD8" "chr16" 731671 734529 "16p13.3" "p"
"WDR24" "chr16" 734622 740444 "16p13.3" "p"
"METRN" "chr16" 765115 769655 "16p13.3" "p"
"FAM173A" "chr16" 770581 772601 NA "q"
"HAGHL" "chr16" 776936 785525 "16p13.3" "p"
"NARFL" "chr16" 779753 791329 NA "q"
"MSLN" "chr16" 810762 818865 "16p13.3" "p"
"RPUSD1" "chr16" 834974 838397 "16p13.3" "p"
"CHTF18" "chr16" 838046 850737 "16p13.3" "p"
"TPSG1" "chr16" 1271651 1275257 "16p13.3" "p"
"UBE2I" "chr16" 1355548 1377019 "16p13.3" "p"
"TSR3" "chr16" 1399241 1401912 "16p13.3" "p"
"GNPTG" "chr16" 1401924 1413352 "16p13.3" "p"
"C16orf91" "chr16" 1469745 1479345 "16p13.3" "p"
"CLCN7" "chr16" 1494935 1525581 "16p13.3" "p"
"TELO2" "chr16" 1543345 1560458 "16p13.3" "p"
"HN1L" "chr16" 1728257 1752281 NA "q"
"MAPK8IP3" "chr16" 1756184 1820318 "16p13.3" "p"
"NME3" "chr16" 1820287 1821731 "16p13.3" "p"
"MRPS34" "chr16" 1821891 1823156 "16p13.3" "p"
"SPSB3" "chr16" 1826713 1843701 "16p13.3" "p"
"NUBP2" "chr16" 1832902 1839192 "16p13.3" "p"
"HAGH" "chr16" 1845621 1877195 "16p13.3" "p"
"FAHD1" "chr16" 1876968 1890208 "16p13.3" "p"
"MSRB1" "chr16" 1988211 1993327 "16p13.3" "p"
"NDUFB10" "chr16" 2009509 2011976 "16p13.3" "p"
"RPS2" "chr16" 2012053 2014861 "16p13.3" "p"
"SNHG9" "chr16" 2014960 2015510 "16p13.3" "p"
"TBL3" "chr16" 2022038 2032934 "16p13.3" "p"
"NOXO1" "chr16" 2028918 2034193 "16p13.3" "p"
"GFER" "chr16" 2034208 2037750 "16p13.3" "p"
"ZNF598" "chr16" 2047655 2059824 "16p13.3" "p"
"NPW" "chr16" 2059927 2070756 "16p13.3" "p"
"SLC9A3R2" "chr16" 2075357 2089027 "16p13.3" "p"
"NTHL1" "chr16" 2089816 2097867 "16p13.3" "p"
"TSC2" "chr16" 2097466 2138716 "16p13.3" "p"
"PKD1" "chr16" 2138711 2185899 "16p13.3" "p"
"TRAF7" "chr16" 2205699 2228130 "16p13.3" "p"
"MLST8" "chr16" 2254249 2259417 "16p13.3" "p"
"PGP" "chr16" 2261998 2264808 "16p13.3" "p"
"E4F1" "chr16" 2273567 2285743 "16p13.3" "p"
"ECI1" "chr16" 2289396 2302301 "16p13.3" "p"
"RNPS1" "chr16" 2303117 2318413 "16p13.3" "p"
"AMDHD2" "chr16" 2570358 2581423 "16p13.3" "p"
"PDPK1" "chr16" 2587965 2653189 "16p13.3" "p"
"KCTD5" "chr16" 2732476 2759031 "16p13.3" "p"
"SRRM2" "chr16" 2802330 2822539 "16p13.3" "p"
"TCEB2" "chr16" 2821415 2827298 NA "q"
"ZG16B" "chr16" 2880170 2888967 "16p13.3" "p"
"PRSS22" "chr16" 2902728 2908171 "16p13.3" "p"
"FLYWCH2" "chr16" 2933187 2949383 "16p13.3" "p"
"PKMYT1" "chr16" 3018025 3030540 "16p13.3" "p"
"PAQR4" "chr16" 3019246 3023490 "16p13.3" "p"
"TNFRSF12A" "chr16" 3068446 3072384 "16p13.3" "p"
"HCFC1R1" "chr16" 3072621 3074287 "16p13.3" "p"
"THOC6" "chr16" 3074028 3077756 "16p13.3" "p"
"CCDC64B" "chr16" 3077683 3086927 NA "q"
"IL32" "chr16" 3115298 3131908 "16p13.3" "p"
"ZNF205" "chr16" 3162561 3170518 "16p13.3" "p"
"ZNF263" "chr16" 3313743 3351401 "16p13.3" "p"
"NAA60" "chr16" 3493611 3536963 "16p13.3" "p"
"CLUAP1" "chr16" 3550924 3589048 "16p13.3" "p"
"DNASE1" "chr16" 3661729 3730144 "16p13.3" "p"
"TRAP1" "chr16" 3701640 3767598 "16p13.3" "p"
"CREBBP" "chr16" 3775055 3930727 "16p13.3" "p"
"TFAP4" "chr16" 4307187 4323076 "16p13.3" "p"
"CORO7" "chr16" 4404543 4475706 "16p13.3" "p"
"DNAJA3" "chr16" 4475806 4506776 "16p13.3" "p"
"NMRAL1" "chr16" 4511681 4545764 "16p13.3" "p"
"HMOX2" "chr16" 4524691 4560348 "16p13.3" "p"
"UBALD1" "chr16" 4658884 4665028 "16p13.3" "p"
"MGRN1" "chr16" 4666494 4740975 "16p13.3" "p"
"NUDT16L1" "chr16" 4743695 4745860 "16p13.3" "p"
"ANKS3" "chr16" 4746513 4784379 "16p13.3" "p"
"SMIM22" "chr16" 4838398 4846492 "16p13.3" "p"
"ROGDI" "chr16" 4846969 4852951 "16p13.3" "p"
"GLYR1" "chr16" 4853204 4897343 "16p13.3" "p"
"UBN1" "chr16" 4896666 4932361 "16p13.3" "p"
"PPL" "chr16" 4932508 5010742 "16p13.3" "p"
"NAGPA" "chr16" 5074845 5084142 "16p13.3" "p"
"ALG1" "chr16" 5083703 5137380 "16p13.3" "p"
"TMEM186" "chr16" 8874241 8891505 "16p13.2" "p"
"PMM2" "chr16" 8882680 8943188 "16p13.2" "p"
"CARHSP1" "chr16" 8946799 8962866 "16p13.2" "p"
"USP7" "chr16" 8985951 9058371 "16p13.2" "p"
"C16orf72" "chr16" 9185505 9215497 "16p13.2" "p"
"ATF7IP2" "chr16" 10420291 10577495 "16p13.2-p13.13" "p"
"EMP2" "chr16" 10622279 10674555 "16p13.13" "p"
"NUBP1" "chr16" 10837643 10863208 "16p13.13" "p"
"DEXI" "chr16" 11022748 11036317 "16p13.13" "p"
"RMI2" "chr16" 11343476 11445619 "16p13.13" "p"
"SOCS1" "chr16" 11348262 11350036 "16p13.13" "p"
"LITAF" "chr16" 11641853 11730237 "16p13.13" "p"
"TXNDC11" "chr16" 11772936 11836734 "16p13.13" "p"
"ZC3H7A" "chr16" 11844442 11891123 "16p13.13" "p"
"RSL1D1" "chr16" 11929056 11945442 "16p13.13" "p"
"GSPT1" "chr16" 11961985 12009939 "16p13.13" "p"
"CPPED1" "chr16" 12756919 12897874 "16p13.12" "p"
"PARN" "chr16" 14529558 14726585 "16p13.12" "p"
"BFAR" "chr16" 14726672 14763093 "16p13.12" "p"
"PLA2G10" "chr16" 14766405 14788526 "16p13.12" "p"
"NOMO1" "chr16" 14927538 14990017 "16p13.11" "p"
"PDXDC1" "chr16" 15068448 15233196 "16p13.11" "p"
"NTAN1" "chr16" 15131710 15149921 "16p13.11" "p"
"RRN3" "chr16" 15153879 15188174 "16p13.11" "p"
"MPV17L" "chr16" 15489611 15507125 "16p13.11" "p"
"KIAA0430" "chr16" 15688243 15737023 NA "q"
"NDE1" "chr16" 15737124 15820210 "16p13.11" "p"
"FOPNL" "chr16" 15959577 15982482 NA "q"
"ABCC1" "chr16" 16043434 16236931 "16p13.11" "p"
"ABCC6" "chr16" 16242785 16317379 "16p13.11" "p"
"RPS15A" "chr16" 18792617 18801705 "16p12.3" "p"
"ARL6IP1" "chr16" 18802991 18813000 "16p12.3" "p"
"SMG1" "chr16" 18816175 18937776 "16p12.3" "p"
"TMC7" "chr16" 18995256 19075264 "16p12.3" "p"
"COQ7" "chr16" 19078921 19091417 "16p12.3" "p"
"ITPRIPL2" "chr16" 19125254 19132946 "16p12.3" "p"
"TMC5" "chr16" 19421818 19510435 "16p12.3" "p"
"GDE1" "chr16" 19513015 19533467 "16p12.3" "p"
"CCP110" "chr16" 19535133 19564730 "16p12.3" "p"
"KNOP1" "chr16" 19714902 19729557 "16p12.3" "p"
"IQCK" "chr16" 19727778 19868907 "16p12.3" "p"
"ACSM3" "chr16" 20621565 20808903 "16p12.3" "p"
"THUMPD1" "chr16" 20744986 20753406 "16p12.3" "p"
"DCUN1D3" "chr16" 20866247 20911706 "16p12.3" "p"
"LYRM1" "chr16" 20911190 20936328 "16p12.3" "p"
"TMEM159" "chr16" 21169698 21191937 "16p12.3" "p"
"ANKS4B" "chr16" 21244986 21263750 "16p12.2" "p"
"METTL9" "chr16" 21608539 21668794 "16p12.2" "p"
"UQCRC2" "chr16" 21963981 21994981 "16p12.2" "p"
"EEF2K" "chr16" 22217603 22298554 "16p12.2" "p"
"POLR3E" "chr16" 22308730 22346424 "16p12.2" "p"
"CDR2" "chr16" 22357257 22448486 "16p12.2" "p"
"COG7" "chr16" 23399814 23464501 "16p12.2" "p"
"GGA2" "chr16" 23474863 23533316 "16p12.2" "p"
"UBFD1" "chr16" 23568392 23585710 "16p12.2" "p"
"NDUFAB1" "chr16" 23592323 23607677 "16p12.2" "p"
"DCTN5" "chr16" 23652713 23681195 "16p12.2" "p"
"PLK1" "chr16" 23688977 23701688 "16p12.2" "p"
"ERN2" "chr16" 23701647 23724821 "16p12.2" "p"
"CHP2" "chr16" 23765948 23770272 "16p12.2" "p"
"RBBP6" "chr16" 24549014 24584184 "16p12.1" "p"
"TNRC6A" "chr16" 24741016 24838953 "16p12.1" "p"
"ARHGAP17" "chr16" 24930706 25026987 "16p12.1" "p"
"LCMT1" "chr16" 25123050 25189552 "16p12.1" "p"
"AQP8" "chr16" 25227052 25240261 "16p12.1" "p"
"NSMCE1" "chr16" 27236312 27280115 "16p12.1" "p"
"IL4R" "chr16" 27324989 27376099 "16p12.1" "p"
"GTF3C1" "chr16" 27470876 27561234 "16p12.1" "p"
"XPO6" "chr16" 28109300 28223241 "16p12.1" "p"
"CLN3" "chr16" 28477974 28503333 "16p12.1" "p"
"APOBR" "chr16" 28505970 28510291 "16p12.1" "p"
"NUPR1" "chr16" 28548606 28550495 "16p11.2" "p"
"SULT1A1" "chr16" 28616903 28634946 "16p11.2" "p"
"ATXN2L" "chr16" 28834356 28848558 "16p11.2" "p"
"TUFM" "chr16" 28853732 28857729 "16p11.2" "p"
"SH2B1" "chr16" 28857921 28885526 "16p11.2" "p"
"RABEP2" "chr16" 28915742 28947847 "16p11.2" "p"
"NFATC2IP" "chr16" 28962128 28978418 "16p11.2" "p"
"SPNS1" "chr16" 28985542 28995869 "16p11.2" "p"
"RP11-345J4.5" "chr16" 29454551 29465972 NA "q"
"QPRT" "chr16" 29674600 29710020 "16p11.2" "p"
"ZG16" "chr16" 29789561 29793096 "16p11.2" "p"
"KIF22" "chr16" 29802040 29816706 "16p11.2" "p"
"MAZ" "chr16" 29817427 29823649 "16p11.2" "p"
"AC009133.12" "chr16" 29829301 29832573 NA "q"
"MVP" "chr16" 29831715 29859355 "16p11.2" "p"
"CDIPT" "chr16" 29869678 29875057 "16p11.2" "p"
"SEZ6L2" "chr16" 29882480 29910868 "16p11.2" "p"
"ASPHD1" "chr16" 29911696 29931185 "16p11.2" "p"
"KCTD13" "chr16" 29916333 29938356 "16p11.2" "p"
"TMEM219" "chr16" 29952206 29984373 "16p11.2" "p"
"TAOK2" "chr16" 29984962 30003582 "16p11.2" "p"
"HIRIP3" "chr16" 30003645 30007757 "16p11.2" "p"
"INO80E" "chr16" 30006615 30017114 "16p11.2" "p"
"ALDOA" "chr16" 30064411 30081778 "16p11.2" "p"
"PPP4C" "chr16" 30087299 30096698 "16p11.2" "p"
"YPEL3" "chr16" 30103635 30108236 "16p11.2" "p"
"GDPD3" "chr16" 30116131 30125177 "16p11.2" "p"
"MAPK3" "chr16" 30125426 30134827 "16p11.2" "p"
"CORO1A" "chr16" 30194148 30200397 "16p11.2" "p"
"BOLA2B" "chr16" 30204255 30205627 "16p11.2" "p"
"CD2BP2" "chr16" 30362087 30366682 "16p11.2" "p"
"TBC1D10B" "chr16" 30368423 30381585 "16p11.2" "p"
"SEPT1" "chr16" 30389454 30407312 NA "q"
"ZNF771" "chr16" 30418618 30440920 "16p11.2" "p"
"DCTPP1" "chr16" 30434940 30441396 "16p11.2" "p"
"ZNF768" "chr16" 30535325 30538142 "16p11.2" "p"
"ZNF688" "chr16" 30580667 30584055 "16p11.2" "p"
"PRR14" "chr16" 30662038 30667761 "16p11.2" "p"
"FBRS" "chr16" 30669752 30682135 "16p11.2" "p"
"PHKG2" "chr16" 30759591 30772490 "16p11.2" "p"
"RNF40" "chr16" 30773066 30787628 "16p11.2" "p"
"BCL7C" "chr16" 30844947 30906281 "16p11.2" "p"
"FBXL19" "chr16" 30934376 30960104 "16p11.2" "p"
"ORAI3" "chr16" 30960387 30967782 "16p11.2" "p"
"HSD3B7" "chr16" 30996519 31000473 "16p11.2" "p"
"STX4" "chr16" 31044210 31054296 "16p11.2" "p"
"VKORC1" "chr16" 31102163 31107301 "16p11.2" "p"
"BCKDK" "chr16" 31117428 31124110 "16p11.2" "p"
"KAT8" "chr16" 31127075 31142714 "16p11.2" "p"
"PRSS8" "chr16" 31142756 31147083 "16p11.2" "p"
"FUS" "chr16" 31191431 31203127 "16p11.2" "p"
"PYCARD" "chr16" 31212806 31214771 "16p11.2" "p"
"TGFB1I1" "chr16" 31482906 31489281 "16p11.2" "p"
"C16orf58" "chr16" 31500792 31520630 NA "q"
"ZNF720" "chr16" 31724550 31806190 "16p11.2" "p"
"ZNF267" "chr16" 31885079 31928668 "16p11.2" "p"
"VPS35" "chr16" 46690054 46723430 "16q11.2" "q"
"ORC6" "chr16" 46723555 46732306 "16q11.2" "q"
"C16orf87" "chr16" 46830519 46865323 "16q11.2" "q"
"GPT2" "chr16" 46918290 46965209 "16q11.2" "q"
"DNAJA2" "chr16" 46989299 47007699 "16q11.2" "q"
"NETO2" "chr16" 47111614 47177908 "16q12.1" "q"
"ITFG1" "chr16" 47188298 47498060 "16q12.1" "q"
"PHKB" "chr16" 47495034 47735434 "16q12.1" "q"
"LONP2" "chr16" 48278207 48397033 "16q12.1" "q"
"SIAH1" "chr16" 48390275 48482313 "16q12.1" "q"
"N4BP1" "chr16" 48572637 48654059 "16q12.1" "q"
"PAPD5" "chr16" 50186829 50269221 NA "q"
"BRD7" "chr16" 50347398 50402845 "16q12.1" "q"
"NKD1" "chr16" 50582241 50670647 "16q12.1" "q"
"CYLD" "chr16" 50775961 50835846 "16q12.1" "q"
"TOX3" "chr16" 52471917 52581714 "16q12.1" "q"
"CHD9" "chr16" 53088945 53363062 "16q12.2" "q"
"RBL2" "chr16" 53467889 53525561 "16q12.2" "q"
"AKTIP" "chr16" 53524952 53538323 "16q12.2" "q"
"RPGRIP1L" "chr16" 53631595 53737850 "16q12.2" "q"
"CRNDE" "chr16" 54952775 54963101 "16q12.2" "q"
"LPCAT2" "chr16" 55542910 55620582 "16q12.2" "q"
"AMFR" "chr16" 56395364 56459450 "16q13" "q"
"NUDT21" "chr16" 56463045 56486111 "16q13" "q"
"OGFOD1" "chr16" 56485402 56513012 "16q13" "q"
"BBS2" "chr16" 56500748 56554195 "16q13" "q"
"MT2A" "chr16" 56642111 56643409 "16q13" "q"
"MT1E" "chr16" 56659387 56661024 "16q13" "q"
"MT1M" "chr16" 56666145 56667898 "16q13" "q"
"MT1A" "chr16" 56672578 56673999 "16q13" "q"
"MT1F" "chr16" 56691606 56694610 "16q13" "q"
"MT1G" "chr16" 56700643 56701977 "16q13" "q"
"MT1H" "chr16" 56703726 56705041 "16q13" "q"
"MT1X" "chr16" 56716336 56718108 "16q13" "q"
"NUP93" "chr16" 56764017 56878797 "16q13" "q"
"HERPUD1" "chr16" 56965960 56977798 "16q13" "q"
"NLRC5" "chr16" 57023397 57117443 "16q13" "q"
"CPNE2" "chr16" 57126449 57181878 "16q13" "q"
"FAM192A" "chr16" 57186378 57220028 NA "q"
"RSPRY1" "chr16" 57220049 57274387 "16q13" "q"
"ARL2BP" "chr16" 57279010 57287516 "16q13" "q"
"PLLP" "chr16" 57290004 57318599 "16q13" "q"
"CIAPIN1" "chr16" 57462081 57481440 "16q21" "q"
"COQ9" "chr16" 57481337 57495187 "16q21" "q"
"POLR2C" "chr16" 57496299 57505922 "16q21" "q"
"DOK4" "chr16" 57505863 57521239 "16q21" "q"
"KATNB1" "chr16" 57769642 57791162 "16q21" "q"
"USB1" "chr16" 58033450 58055522 "16q21" "q"
"MMP15" "chr16" 58059470 58080805 "16q21" "q"
"CSNK2A2" "chr16" 58191811 58231824 "16q21" "q"
"CNOT1" "chr16" 58553855 58663790 "16q21" "q"
"GOT2" "chr16" 58741035 58768261 "16q21" "q"
"LINC00920" "chr16" 66442427 66446038 "16q21" "q"
"CKLF" "chr16" 66586466 66600154 "16q21" "q"
"CMTM4" "chr16" 66648653 66730610 "16q21-q22.1" "q"
"DYNC1LI2" "chr16" 66754796 66785701 "16q22.1" "q"
"NAE1" "chr16" 66836778 66907159 "16q22.1" "q"
"CA7" "chr16" 66878282 66888056 "16q22.1" "q"
"RRAD" "chr16" 66955582 66959547 "16q22.1" "q"
"FAM96B" "chr16" 66965959 66968326 NA "q"
"CES2" "chr16" 66968347 66978999 "16q22.1" "q"
"CES3" "chr16" 66995140 67009051 "16q22.1" "q"
"CBFB" "chr16" 67063019 67134961 "16q22.1" "q"
"TRADD" "chr16" 67188083 67194201 "16q22.1" "q"
"NOL3" "chr16" 67204057 67209643 "16q22.1" "q"
"E2F4" "chr16" 67226072 67232821 "16q22.1" "q"
"ELMO3" "chr16" 67233014 67237932 "16q22.1" "q"
"TMEM208" "chr16" 67261006 67263181 "16q22.1" "q"
"TPPP3" "chr16" 67423712 67427438 "16q22.1" "q"
"ZDHHC1" "chr16" 67428322 67450736 "16q22.1" "q"
"HSD11B2" "chr16" 67464555 67471456 "16q22.1" "q"
"ATP6V0D1" "chr16" 67471917 67515140 "16q22.1" "q"
"CTCF" "chr16" 67596310 67673086 "16q22.1" "q"
"ACD" "chr16" 67691415 67694713 "16q22.1" "q"
"PARD6A" "chr16" 67694849 67696681 "16q22.1" "q"
"ENKD1" "chr16" 67696848 67701168 "16q22.1" "q"
"GFOD2" "chr16" 67708434 67753324 "16q22.1" "q"
"CENPT" "chr16" 67862060 67881714 "16q22.1" "q"
"THAP11" "chr16" 67876213 67878097 "16q22.1" "q"
"NUTF2" "chr16" 67880635 67906470 "16q22.1" "q"
"PSMB10" "chr16" 67968405 67970990 "16q22.1" "q"
"NFATC3" "chr16" 68118654 68263162 "16q22.1" "q"
"ESRP2" "chr16" 68263014 68272005 "16q22.1" "q"
"SLC7A6" "chr16" 68298433 68335722 "16q22.1" "q"
"SLC7A6OS" "chr16" 68318406 68344849 "16q22.1" "q"
"PRMT7" "chr16" 68344877 68392466 "16q22.1" "q"
"SMPD3" "chr16" 68392231 68482591 "16q22.1" "q"
"CDH3" "chr16" 68670092 68756519 "16q22.1" "q"
"CDH1" "chr16" 68771128 68869451 "16q22.1" "q"
"CHTF8" "chr16" 69151913 69166487 "16q22.1" "q"
"SNTB2" "chr16" 69221032 69342955 "16q22.1" "q"
"VPS4A" "chr16" 69345259 69358949 "16q22.1" "q"
"COG8" "chr16" 69354043 69373570 "16q22.1" "q"
"NIP7" "chr16" 69373333 69377014 "16q22.1" "q"
"TERF2" "chr16" 69389464 69442474 "16q22.1" "q"
"CYB5B" "chr16" 69458428 69500169 "16q22.1" "q"
"NFAT5" "chr16" 69598997 69738569 "16q22.1" "q"
"NQO1" "chr16" 69740899 69760854 "16q22.1" "q"
"NOB1" "chr16" 69775770 69788843 "16q22.1" "q"
"WWP2" "chr16" 69796209 69975644 "16q22.1" "q"
"PDPR" "chr16" 70147529 70195203 "16q22.1" "q"
"EXOSC6" "chr16" 70284134 70285833 "16q22.1" "q"
"AARS" "chr16" 70286198 70323446 NA "q"
"DDX19B" "chr16" 70323566 70369186 "16q22.1" "q"
"DDX19A" "chr16" 70380732 70407286 "16q22.1" "q"
"FUK" "chr16" 70488324 70514177 NA "q"
"COG4" "chr16" 70514471 70557468 "16q22.1" "q"
"SF3B3" "chr16" 70557691 70608820 "16q22.1" "q"
"VAC14" "chr16" 70721342 70835064 "16q22.1-q22.2" "q"
"CMTR2" "chr16" 71315292 71323618 "16q22.2" "q"
"MARVELD3" "chr16" 71660064 71676017 "16q22.2" "q"
"AP1G1" "chr16" 71762913 71843104 "16q22.2" "q"
"ATXN1L" "chr16" 71879894 71919171 "16q22.2" "q"
"IST1" "chr16" 71879899 71962913 "16q22.2" "q"
"DHODH" "chr16" 72042487 72058954 "16q22.2" "q"
"TXNL4B" "chr16" 72078188 72128330 "16q22.2" "q"
"DHX38" "chr16" 72127461 72146811 "16q22.2" "q"
"ZFHX3" "chr16" 72816784 73093597 "16q22.2-q22.3" "q"
"PSMD7" "chr16" 74330673 74340186 "16q23.1" "q"
"NPIPB15" "chr16" 74411776 74425978 "16q23.1" "q"
"GLG1" "chr16" 74485856 74641012 "16q23.1" "q"
"RFWD3" "chr16" 74655292 74700779 "16q23.1" "q"
"MLKL" "chr16" 74705753 74734858 "16q23.1" "q"
"FA2H" "chr16" 74746853 74808729 "16q23.1" "q"
"WDR59" "chr16" 74907468 75034071 "16q23.1" "q"
"ZNRF1" "chr16" 75032928 75144892 "16q23.1" "q"
"BCAR1" "chr16" 75262928 75301951 "16q23.1" "q"
"CFDP1" "chr16" 75327596 75467383 "16q23.1" "q"
"TMEM170A" "chr16" 75476952 75499395 "16q23.1" "q"
"GABARAPL2" "chr16" 75600249 75611779 "16q23.1" "q"
"ADAT1" "chr16" 75630879 75657198 "16q23.1" "q"
"KARS" "chr16" 75661622 75682541 NA "q"
"TERF2IP" "chr16" 75681684 75795770 "16q23.1" "q"
"MON1B" "chr16" 77224732 77236302 "16q23.1" "q"
"NUDT7" "chr16" 77756411 77776157 "16q23.1" "q"
"CMC2" "chr16" 81009698 81053875 "16q23.2" "q"
"CENPN" "chr16" 81040103 81066719 "16q23.2" "q"
"ATMIN" "chr16" 81069452 81080963 "16q23.2" "q"
"GCSH" "chr16" 81115566 81130008 "16q23.2" "q"
"GAN" "chr16" 81348557 81424489 "16q23.2" "q"
"CMIP" "chr16" 81478775 81745367 "16q23.2-q23.3" "q"
"PLCG2" "chr16" 81772702 81991899 "16q23.3" "q"
"HSD17B2" "chr16" 82068609 82132139 "16q23.3" "q"
"MPHOSPH6" "chr16" 82181403 82203831 "16q23.3" "q"
"HSBP1" "chr16" 83841448 83853342 "16q23.3" "q"
"MLYCD" "chr16" 83932731 83949787 "16q23.3" "q"
"MBTPS1" "chr16" 84087368 84150511 "16q23.3-q24.1" "q"
"ATP2C2" "chr16" 84402133 84497793 "16q24.1" "q"
"TLDC1" "chr16" 84511681 84587639 NA "q"
"COTL1" "chr16" 84599200 84651683 "16q24.1" "q"
"KLHL36" "chr16" 84682131 84701292 "16q24.1" "q"
"USP10" "chr16" 84733584 84813528 "16q24.1" "q"
"ZDHHC7" "chr16" 85007787 85045141 "16q24.1" "q"
"GSE1" "chr16" 85645015 85709810 "16q24.1" "q"
"GINS2" "chr16" 85709804 85723679 "16q24.1" "q"
"EMC8" "chr16" 85805364 85833214 "16q24.1" "q"
"COX4I1" "chr16" 85832239 85840650 "16q24.1" "q"
"IRF8" "chr16" 85932409 85956215 "16q24.1" "q"
"FBXO31" "chr16" 87360593 87425748 "16q24.2" "q"
"MAP1LC3B" "chr16" 87417601 87438385 "16q24.2" "q"
"ZCCHC14" "chr16" 87439852 87525651 "16q24.2" "q"
"KLHDC4" "chr16" 87730091 87799598 "16q24.2" "q"
"SLC7A5" "chr16" 87863629 87903094 "16q24.2" "q"
"BANP" "chr16" 87982850 88110924 "16q24.2" "q"
"ZC3H18" "chr16" 88636789 88698374 "16q24.2" "q"
"CYBA" "chr16" 88709691 88717560 "16q24.2" "q"
"MVD" "chr16" 88718343 88729569 "16q24.2" "q"
"CTU2" "chr16" 88772871 88781794 "16q24.3" "q"
"PIEZO1" "chr16" 88781751 88851619 "16q24.3" "q"
"CDT1" "chr16" 88869621 88875666 "16q24.3" "q"
"APRT" "chr16" 88875747 88878352 "16q24.3" "q"
"GALNS" "chr16" 88880142 88923378 "16q24.3" "q"
"TRAPPC2L" "chr16" 88922628 88929094 "16q24.3" "q"
"ACSF3" "chr16" 89154783 89222254 "16q24.3" "q"
"ANKRD11" "chr16" 89334038 89556969 "16q24.3" "q"
"SPG7" "chr16" 89557325 89624176 "16q24.3" "q"
"RPL13" "chr16" 89627065 89630950 "16q24.3|17p11.2" "q"
"CPNE7" "chr16" 89642176 89663654 "16q24.3" "q"
"DPEP1" "chr16" 89679716 89704839 "16q24.3" "q"
"CHMP1A" "chr16" 89710839 89724253 "16q24.3" "q"
"SPATA33" "chr16" 89724210 89737680 "16q24.3" "q"
"CDK10" "chr16" 89747145 89762772 "16q24.3" "q"
"SPATA2L" "chr16" 89762751 89768113 "16q24.3" "q"
"ZNF276" "chr16" 89786808 89807311 "16q24.3" "q"
"FANCA" "chr16" 89803957 89883065 "16q24.3" "q"
"SPIRE2" "chr16" 89884587 89937727 "16q24.3" "q"
"TCF25" "chr16" 89940000 89977792 "16q24.3" "q"
"DEF8" "chr16" 90014333 90034468 "16q24.3" "q"
"RPH3AL" "chr17" 62293 236045 "17p13.3" "p"
"VPS53" "chr17" 411908 624957 "17p13.3" "p"
"FAM57A" "chr17" 635652 646206 NA "q"
"GLOD4" "chr17" 660337 685581 "17p13.3" "p"
"RNMTL1" "chr17" 685513 695749 NA "q"
"TIMM22" "chr17" 900357 906911 "17p13.3" "p"
"ABR" "chr17" 906758 1132315 "17p13.3" "p"
"YWHAE" "chr17" 1247566 1303672 "17p13.3" "p"
"CRK" "chr17" 1323983 1366456 "17p13.3" "p"
"MYO1C" "chr17" 1367392 1396106 "17p13.3" "p"
"INPP5K" "chr17" 1397865 1420182 "17p13.3" "p"
"PITPNA-AS1" "chr17" 1420225 1421390 "17p13.3" "p"
"PITPNA" "chr17" 1421012 1466110 "17p13.3" "p"
"SLC43A2" "chr17" 1472561 1532180 "17p13.3" "p"
"RILP" "chr17" 1549444 1553371 "17p13.3" "p"
"PRPF8" "chr17" 1553923 1588176 "17p13.3" "p"
"TLCD2" "chr17" 1611064 1613732 "17p13.3" "p"
"MIR22HG" "chr17" 1614805 1620468 NA "q"
"RPA1" "chr17" 1732996 1803376 "17p13.3" "p"
"SMG6" "chr17" 1963133 2207065 "17p13.3" "p"
"TSR1" "chr17" 2225797 2240801 "17p13.3" "p"
"MNT" "chr17" 2287354 2304412 "17p13.3" "p"
"METTL16" "chr17" 2308856 2415185 "17p13.3" "p"
"PAFAH1B1" "chr17" 2496504 2588909 "17p13.3" "p"
"CLUH" "chr17" 2592680 2615957 "17p13.3" "p"
"RAP1GAP2" "chr17" 2680350 2941033 "17p13.3" "p"
"TAX1BP3" "chr17" 3566196 3571976 "17p13.2" "p"
"EMC6" "chr17" 3572109 3572962 "17p13.2" "p"
"ITGAE" "chr17" 3617922 3704537 "17p13.2" "p"
"ATP2A3" "chr17" 3827169 3867736 "17p13.2" "p"
"ZZEF1" "chr17" 3907739 4046314 "17p13.2" "p"
"CYB5D2" "chr17" 4046462 4090605 "17p13.2" "p"
"ANKFY1" "chr17" 4067201 4167274 "17p13.2" "p"
"UBE2G1" "chr17" 4172554 4269923 "17p13.2" "p"
"SPNS2" "chr17" 4402133 4442330 "17p13.2" "p"
"MYBBP1A" "chr17" 4442192 4458926 "17p13.2" "p"
"GGT6" "chr17" 4460222 4464113 "17p13.2" "p"
"PELP1" "chr17" 4574679 4607632 "17p13.2" "p"
"ARRB2" "chr17" 4613784 4624794 "17p13.2" "p"
"MED11" "chr17" 4634723 4636905 "17p13.2" "p"
"CXCL16" "chr17" 4636821 4643217 "17p13.2" "p"
"TM4SF5" "chr17" 4675179 4686506 "17p13.2" "p"
"PSMB6" "chr17" 4699439 4701790 "17p13.2" "p"
"MINK1" "chr17" 4736683 4801356 "17p13.2" "p"
"SLC25A11" "chr17" 4840425 4843546 "17p13.2" "p"
